organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 731 Positive Results _L&D HV02-12,MOH 731 Positive Results_ANC HV02-11,MOH 731 Positive Results_PNC<=6wks HV02-13,MOH 731 Positive_Total (Sum HV01-18 to HV01-25) HV01-26
a1KIkjd2PRa,Kenyenya Sub County Referral Hospital,13673,,,1,,4
wVKkAhozU17,Kenyerere Health Centre (Nyamira),16280,,,,,2
PRImqKybQ8n,Kenyerere Sub County Hospital,13674,,,,,2
PouJwfiFrbw,Keragia Health Centre,18336,GoK facility,,,,5
IgrMpQRUx5y,Kericho County Referral Hospital,14831,,,5,2,67
g7xqdKIgNEW,Kericho GK Prisons Medium Dispensary,18616,,,,,8
qZjlHkd3PY9,Kericho Municipal Health Centre,14833,,,,,5
JsQdT0d4xet,Kericho Youth Centre,18163,,,,,2
B0KOi4no3Iy,Keringet Nursing Home LTD,22641,,,1,,2
lqtFpfrMOcJ,Keringet Sub County Hospital,14836,,,3,,14
EqyJ3aErOqW,Kerio Health Centre,14838,Located in Kerio Divison,,1,,1
GqJwyzb70oA,Kerugoya County Refferal Hospital,10520,,,,,10
sDUKRZ8adP3,Kerumbe Dispensary,16868,,,1,,
nNinROt25aJ,Ketitui Dispensary,17210,,,,,1
sgKiVsxPcyB,Keumbu Sub County Hospital,13680,,,2,,15
avJUs3Zqpi1,Keyian SDA Dispensary,17327,,,,,1
fey434PjdTi,Khairat Medical Centre,20321,,,,,3
e0PROzXHXvb,Khajula Dispensary,21036,Newly opened facility,,,,2
r5bAjjkOcRq,Khalaba Health Centre,15931,,,1,1,4
PPZofMWltSK,Khalaba Medical Services,17881,,1,,,1
awNVSk5ZtGX,Khalumuli Dispensary,15932,,,,,2
vK6NKz2Sr8B,Kharanda Health Centre,15934,,,3,,6
hbWUwbyiJhb,Khaunga Health centre,15936,,,1,,6
pT1MR7cuisM,Khayega Community Clinic,18240,,,,,2
I4BCLbgxYm4,Khayo Dispensary,15937,,,1,,2
TJnBh1U3GEs,Khunyangu Sub County Hospital,15939,,,1,,11
kyuG50xCh7R,Khwisero Level IV Hospital,15940,,,,,2
PrTHMwzBWvg,Kiaguthu Dispensary,22693,,,,,1
lxTewMEkQIT,Kiagware Dispensary,13681,,,,,1
lIb3B26lHD1,Kiairugu Dispensary,12270,,,,,1
fyiHrh4tOpQ,Kiamabara Health Centre,10530,,,1,,3
nLU6oI2HxsS,Kiamaiko Dispensary,26914,,,4,,12
CNb7oftbPSQ,Kiamanyeki Dispensary,10532,off Gathigirir/Kiumbu road,,,,1
xDYrSeSD4g7,Kiambere Health Centre,16465,,,,1,3
TleFOlpaRAp,Kiambogo Dispensary (Nyandarua South),10537,,,,,1
cAs3Xq0fZ2a,Kiambogo Medical Clinic,10538,,,,,1
X3m67s9fYES,Kiambu County Referal Hospital,10539,,2,5,,61
tZI3qaQTpAr,Kiamokama Health Centre,13683,,,1,,1
ijkWLvIGDoy,Kiamuchairu Health Centre,12272,,,1,,2
F7l9HXY2HWw,Kiamuchii Dispensary,12273,,,1,,1
jtiEDT1LMuP,Kiamuringa Dispensary,12274,,,,,2
n8it4CnMjNV,Kiamuthambi Dispensary,19431,,,,,1
gUMUKtsdh8z,Kiamutugu Health Centre,10545,Kiamutugu shopping centre-off Kutus/Kianyaga road,,,,4
FhMVYdfvadM,Kiamwasi Dispensary,25814,,,,,1
ZlQBKMyBkpM,Kianda 42 Hospital,20621,,1,1,,15
sAG8g6jIBNn,Kianda Dispensary,17258,,,,,1
ba63sP0ArOy,Kiandutu Health Centre,16814,,,9,1,21
BtwDZaEdUuW,Kiangai Health Centre,10556,,,,1,8
TpILSUucrQK,Kiangondu Dispensary,12277,,,,,6
ZDbgu2lqJ8S,Kiani Kia Etama Dispensary,22954,,,,,1
qexgkSYU60Z,Kianjege Dispensary,10562,off Kirinyaga construction (4kms)-along Sagana/Karatina road,,,1,1
MxxUSfpmXEr,Kianjokoma Health Centre,12279,,,2,,4
ZxtXqRoon59,Kianungu Dispensary,23198,,,,,1
fi4t3iRQ5Ng,Kianyaga Sub-County Hospital,10565,,,1,,8
D0m1Mh5zRnp,Kiaoni Dispensary (Kibwezi),12281,,,,,3
nLwTfjUggNS,Kiarukungu Dispensary,20543,Wang'uru market 1km from Ng'urubani slaugher house,,,1,3
bcUwAhP3wRu,Kiaruta Dispensary,13685,,,1,,1
TRblULtBkS5,Kiarutara Dispensary,17060,,,,,2
E7Y4bV5AjJV,Kiasa Health Center,13686,,,,,1
DNGxYZBBj8K,Kiaswa Initiative Clinic,27179,,,,,3
dfBBAU4Ot8m,Kiaumbui Dispensary,22719,,,1,,5
WbXUhoNpJSk,Kibabii Health Centre,15941,,,2,1,15
MWEDyBsOpxM,Kibandaongo Dispensary,11464,,,,,1
PZKXP2PYFKX,Kibera Community Health Centre (Amref),13028,,,7,,29
mi7ORwgRy3S,Kibera D.O. Dispensary,13029,,,2,,12
jTfjpQwY6O2,Kibera South Health Centre,13030,,,1,,10
SXegfern6PF,Kibigori Dispensary,13687,,,1,,11
CbWO3Te8Tut,Kibirichia Sub-District Hospital,12282,,,,,1
kteiU1qGnKE,Kibirigwi Health Centre,10571,,,,,3
xlpkJEXcIDZ,Kibisi Dispensary,15943,,1,2,,3
tWQw1jmjWO4,Kibogo Dispensary,13688,,,1,,4
VpGcwtXIRRj,Kiboko Dispensary (Makindu),12286,,,1,,2
CHbzT0LTnWD,Kibos Sugar Research Dispensary,13689,,,1,,4
rVDOiFMpHlD,Kibugu Health Centre,12287,,,3,,5
K2ONWpvXjM9,Kibugua Health Centre,12288,,,1,,2
T9Z9ITASXzK,Kibuke Health Centre,15944,,,,,1
WCjUg04KkUY,Kibung'a Sub County Hospital,23887,,,,,1
BRibncQKTlq,Kiburu Dispensary,10574,Kiburu shopoing centre-along Baricho/Kibirigwi road,,,,2
MKRHQqll4ly,Kibwareng Health Centre,14857,,,1,,1
eCivxV25f35,Kibwezi Catholic Dispensary,12737,,,,,8
dzNztOh9T5P,Kibwezi Sub County Hospital,12291,At Kibwezi Town along Kalimani - Kitui Road. 500m from the main Nairobi-Mombasa road,,3,,18
APdt9R69Ycb,Kiembe Health Centre,18077,,,,,1
GaO6Sb8DwmG,Kieni Model Health Centre (Maara),12295,,,1,,3
VKU1Pm3yNeW,Kiereni Dispensary,12297,,,,,2
F7WS5lx7cG9,Kiganjo Health Centre,10582,,,1,,4
UdHLxET0KyS,Kigetuini Dispensary,10584,,,,,1
XFJGHlJp1AM,Kigoro Health Centre,10586,,,,,2
KAr8IJxZVtv,Kiguchwa Dispensary,16235,,,2,,2
L4zWxlDYQw2,Kigumo Level 4 Hospital Githunguri,10587,,,,,1
eM3PnqBIqcR,Kigumo Model Health centre,12300,,,,,1
GdJBEHyjtcF,Kigumo Sub County Hospital,10588,,1,,,4
kwfaPwzZVfv,Kigwa Health Centre,13691,,,,,2
bxheWBppb9H,Kihara Sub County Hospital,10591,,,2,,12
GlfOQsvAHM3,Kihoya Health Centre,10594,,,,,1
WAWy3UCyCrd,Kiima Kiu Dispensary,19233,,,2,,1
RPHJVk6E7GS,Kiirua Health Centre,12302,,,,,3
HVOJPKtJhsG,Kijabe (AIC) Hospital,10602,,,1,,14
IIw7XjguWks,Kijabe (AIC) Hospital Marira Medical Clinic,10693,,,,,5
boDlBthOKF3,Kijana Heri Medical Clinic,20345,Near Mjana Heri farm,,1,,2
OQ9TVd3E10r,Kijani (Mirera) Dispensary,17821,,,,1,5
toOGtwnm0oz,Kijauri Sub County Hospital,13692,,1,3,,14
L5vghcuxIpC,Kijawa Health Centre,16765,,,,,4
ZbuU0YQiDug,Kikesa Health Centre,12305,,,,,3
pjoG55x2KMq,Kikoko Mission Hospital,12306,,,,,3
UrRsO2NsxHZ,Kikoneni Health Centre,11472,,,1,,2
zL3Qd7vqd0O,Kikopey Dispensary,22760,Public Dispensary,,,,1
T891NMxRzkg,Kikule Dispensary,18689,,,,,1
cMSG69NgPp3,Kikumini Health Centre,12308,,,,,6
HO8XXXER1ZS,Kikuyu (PCEA) Hospital,10603,,,,,20
OjwX5IrpWkM,Kilala Health Centre,12309,,,,,3
WFCDnIfmrsW,Kilembwa Dispensary,12311,,,,,1
bGJEeoqpsS0,Kilibasi Dispensary,11473,,,,,1
nyNZg4aC19J,Kilibwoni Health Centre,14866,,,1,,4
HVsXeh7EatU,Kilifi County Hospital,11474,,,2,,58
uGkRT5JzUwe,Kilili Health Centre,12312,,,,,1
S6X2QNJUj2g,Kilimangodo Dispensary,11476,,,,,2
H3cb0ysxcOM,Kilimanjaro Mission Hospital,27286,,,,,2
DdPmglUPme3,Kilingili Health Centre,15945,,,1,,7
jycBOcZaUEx,Kilome Maternity and Nursing Home Hospital,12313,,,,,2
UTk1tWbPhEt,Kilonzo Dispensary,20424,,,,,1
HKuDiBH4yTb,Kilungu Sub County Hospital,12314,,,,,15
ukynTZ9qhPr,Kima Dispensary,21472,,,,,1
OwA3FdxjmkQ,Kima Mission Hospital,15946,,,,,1
XbRB4QvjEBy,Kimaeti Health centre,15947,,,2,,7
yUxuh0HkWnr,Kimalewa Health Centre,15948,,,,,1
Y9qucizTmZG,Kimana Health Centre,14868,,1,2,,17
UVRLJhXsWSL,Kimangeti Dispensary,15949,,,1,,3
LiYCnN4HH92,Kimanjo Dispensary,14869,,,,,2
fVQ8obusOUE,Kimathi Medical Services-Main Hospital,23847,,,,,1
ZAp1tGmL6oO,Kimbimbi Sub-County Hospital,10609,,,4,2,34
FB1EWLohD2s,Kimende Orthodox Mission Health Centre,10610,,,,,2
XRZtX27cBkV,Kimilili Sasa Wellness Centre,30550,,,,,4
Bs89THDd5QL,Kimilili Subcounty Hospital,15950,,1,5,,20
KgRIBuqUqbj,Kiminini Cottage Mission Hospital,14872,,1,,,11
zWZORu6JmAJ,Kiminini Health Centre,16362,,,2,,8
Yk9TzYY9P6M,Kimiti Level 4 Hospital,16436,,,,,3
P9UwwU6jxr7,Kimng'oror (ACK) Health Centre,16720,,,,,1
FZc8EjHfowN,Kimogoi Dispensary,16458,,,,,3
JBUB73WGzNi,Kimondi Forest Dispensary,14876,,,,,1
ip99gwAbUNT,Kimondo Dispensary,14877,,,1,,3
p0zbkFwLKIu,Kimonge Health Centre,13693,,,,,1
F8285BUIOVd,Kimorigho Dispensary,11477,,,1,,1
zftOJCDU75Z,Kimout Dispensary,14870,,,,,3
yvtU4Sy1I2k,Kimsaw Medical Clinic,14880,,,,,18
BEhwuNM8KZa,Kimugu Dispensary,18129,,,,,2
aaChPifBNSh,Kimugul Dispensary,16398,,,,,2
aMngTAZuK6e,Kimulot Dispensary,17999,,,1,,
IJkvjupt5A1,Kimutwa health centre,12317,,,1,,1
UrWjMnzymxg,Kimweli Dispensary,17605,,,,,1
trxPkQIiUSK,Kina Dispensary,12319,,,2,,7
NijIFuj8eTF,Kinagoni Dispensary,11479,,,1,1,2
KT34EaG36YR,Kinango Sub County Hospital,11480,I200 metres from Kinango Town Market,,,,16
ENlNLYthtQS,Kinanie Health centre,12321,,,1,,5
aSPafr5E6SG,Kinasia Dispensary,13694,Dispensay,,,,1
PKjDudRnOeJ,Kineni Dispensary,13695,,,,,3
vycaQ7VRJxH,Kineni Dispensary,22257,,,,,4
YCe6ZeptYko,King PaulG Hospital Limited,30670,,,,,1
uhgE1vWtGKj,King'orani Prison Dispensary,11303,,,1,,6
wEmj5Y6nGNJ,Kinondo Kwetu Community Clinic,16547,,,,,9
xXwhJuePuO2,Kinoo Dispensary,21139,Kinoo Dispensary Next to Kinoo polytechnic,,2,1,3
M5ta6XIocZh,Kinoro Sub-County Hospital,12325,,,,,2
F0Uf3SJ6y5k,Kinoru Dispensary,12326,,,,,2
IRISH2C3Boa,Kinunga Health Centre,10615,,,,,2
eJWfsGvIuDH,Kinungi Dispensary,26580,,,,,1
fgOpSQDW2hN,kinyambu dispensary,19893,,,,,3
psJYcZgeJQ6,Kiobegi Dispensary (Bobasi),19917,,,1,,1
i89ZqXHnWSQ,Kioge Dispensary,20113,Dispensary,,1,,1
FWlciiBqhQn,Kiogoro Sub County Hospital,13696,,,1,,8
LPKh4nXw3jE,Kipingi Dispensary,16269,,,1,,2
Zb9vfEOPJLP,Kipkebe Health Centre,13698,,,,,2
t8mzOrmQUgY,Kipkeikei Dispensary,14895,,,2,,7
rDsVgG318og,Kipkelion Sub County Hospital,14897,,,2,,7
jLqcqbQu3bq,Kipketer Dispensary,14899,,,1,,2
gUOKmMHTKm8,Kipkonyo Dispensary,19883,Located at Kongoni division naivasha sub county,,2,,5
yA36POGpVBI,Kipkoror Dispensary,17014,,,,,1
ky7xgelmlZn,Kiplelji Dispensary,14903,,,,,1
YditjiTYCom,Kipranye Dispensary,20873,New facility,,,,2
OnyqznbAJLV,Kipsaiya Dispensary,14909,,,,,1
KU8xU5ySU1Y,Kipsigak Dispensary (Nandi),14916,,,1,,1
OHq3zKIA0G5,Kipsitet Dispensary,14919,,,2,,8
OTu4xNrbdX0,Kipsonoi Health Centre,14920,,,,,8
tDnNgYvH9wL,Kipsugur Dispensary,17637,,,,,2
N5Wpfcxh4yQ,Kipsuter Dispensary,14921,,,1,,1
NHKbAon0B4b,Kipsyenan Dispensary,14922,,,,,1
J5tDCMSXCSy,Kiptagich Model Health Centre,14924,,,,,10
Kx6at9voElM,Kiptangwanyi Health Center,14926,,,,,10
SuSjUQpc8Fm,Kiptenden Dispensary,,,,,,1
bnQePNfUZB8,Kiptere Dispensary,14928,,,2,,11
sNZtws1IJTS,Kiptewit Dispensary,14929,,,1,,1
jNRtiUULfip,Kiptulwa Health Centre,14932,,,1,,1
CG6YDZFmqIJ,Kipture Dispensary,14934,,,,,2
jlIvgmGm0gR,Kipwastuiyo Health Centre,14935,,,1,,1
LtTKMgQOIOk,Kiraone Dispensary,17003,,,,,2
xYkB7hyV41r,Kiria Health Centre,10624,,,,,1
KxN7AYbxLSN,Kiria-Ini Dispensary,10625,,,,,4
l1J71xfA3v7,Kiria-Ini Mission Hospital,10627,,,1,,6
dzAkq7dh6SG,Kiriari CDF Dispensary,19224,,,,,1
cBwI3OPMJUx,Kiricha Health Centre,14938,,,,,2
hVGnZZzN3Fp,Kirinyaga Treatment Centre,25158,,,,,1
dzPtnXVHu7C,Kiritiri Health Centre,16466,,,,,9
IlcXAEXkWby,Kiritiri Medical Healthcare,23634,,,,,1
bO7n5q7IGmd,Kirogo Dispensary,10635,Kirogo village,,1,,2
D5VHnJ2vect,Kirogo Health Centre,10636,,,,,2
dxmFcZMYLJ6,Kiromwok Dispensary,14939,,,,,1
aSbdkq6TXza,Kiruri Dispensary (Laikipia West),16678,,,,,1
DINkFIMyh9j,Kirwara Sub County Hospital,10639,,,,,8
EFJlA5WV3NV,Kisaku Health Centre,13700,,,,,2
XIQZfo5zeey,Kisasi Health Centre (Kitui Rural),12340,,,1,,11
RztzXSmM6Zu,Kisau Sub County Hospital,12341,,,,,3
bHyL9kqP653,Kisauni Drop In VCT,17623,,,,,7
YJtzYxZ8W75,Kisauni Health Centre,17911,,,2,,12
msU3yyKbEFi,Kisauni MAT Clinic,28293,,,,,1
OfxfIsa0tyF,Kisegi Sub-District Hospital,13701,,,,,2
AKCk8JAY0dK,Kisembe Dispensary,20044,Dispesary,,1,,2
trLBZbUbNrp,Kiseuni Dispensary (Kitui Rural),12344,,,,,1
aABRCk8mJeG,Kishushe Dispensary,11488,,,1,,3
rN5sJaVjJ74,Kisii GK Prisons Dispensary,13580,,,,,9
SAca0wPRzA8,Kisii Teaching And Referral Hospital (Level 6),13703,,,4,,50
CSFHkngjmkK,Kisiiki Health Centre,12347,,,,,6
E4L1RgaAbiM,Kisimani Health Services,11489,,,,,4
vGpWou17yyr,Kisiru Dispensary,25509,,,,,1
Ujjoex2g9IB,Kisoi Munyao Memorial Health Centre,20128,,,1,,2
uBfCuhllvg3,Kisumu County Hospital,13704,located within Winam Division. GOK,,7,,62
RY5q3yGApNy,Kisumu Specialist Hospital,22354,,,,,2
JMVoyBLwD3X,Kitaima Dispensary,18522,,,,,1
Lhf5atPasou,Kitalale Dispensary,14946,,,1,,6
zPojcAQtw2L,Kitale County Referral Hospital,14947,,,3,,109
ft4m5paCT1f,Kitamwiki Dispensary,17451,,,1,,
urIldNWP4HY,Kitare Health Centre,13705,,,1,,6
xhHjvCDE41i,Kitengela Centre of Hope Medical Clinic,18401,,,,,4
WqgsRsVlbaG,Kitengela GK Prison Dispensary,14517,,,4,,9
PHJHqpSpfRc,Kitengela Medical Services,14951,,,1,,18
NZvCs24o5N5,Kitengela Medical Services (Kajiado),18976,,,,,1
AW4Fs3TsAtO,Kitengela Sub-County Hospital,14950,,,8,,93
f3XukP1v8uT,Kitere Health Centre,17341,,,1,,6
nJ74OdDWIhS,Kithegi Dispensary,12353,,,,,1
fRaApIQoZmK,Kitheuni Dispensary,12355,,,,,5
p6yj2NscPQ5,Kithimani Health Centre,12357,,,2,1,10
MtUXQriAX6H,Kithimu Health Centre,12359,,,2,,4
va6fJWbks2A,Kithuki Health Centre,12360,,,,,1
G5ftbR0paKv,Kithyoko Health Centre,12362,,,1,,10
KwrMyOUvBw7,Kithyululu Health Centre,12364,,,,,1
zjJzSV10XnR,Kiti Dispensary,17742,,,,,5
rIWFCNNTQfN,Kitise Health Centre,12365,,,1,,3
RExEonfMvvP,Kitoben Health Centre,14952,,,1,,2
z2ur5RpGme8,Kitobo Dispensary (Taveta),11491,,,,,1
AXXifgBTBBn,Kitoi Dispensary,16472,,,,,1
IYM3agZtEok,Kitololoni Catholic Dispensary,22152,Kitololoni market near Kitololoni Catholic Church,,,,1
dtWdw8ogYzJ,Kitui County Referral Hospital,12366,,,6,,37
syMX95GoW0g,Kituka Dispensary,13706,,,,,6
g27gQOqTAkv,Kitum Dispensary,18216,,,,,2
s4RF0JwGE9s,Kitundu (GOK) Dispensary,12369,,,1,,2
Y8q36fpAf3t,Kituni Dispensary,22999,Next to Kituni Shopping Centre,,1,,1
AuletUO24bE,Kitutu Chache North Sub County Referral Hospital,13772,,1,1,,2
w0QBLXNdhK1,Kiumbu Health Centre,10641,Kiumbu shopping centre,,,,5
dCXdnCFpEF2,Kiungururia Dispensary,23552,,,1,,3
Fp0lNj7rhfL,Kiunyu Dispensary,10642,,,,,1
Og5UEnRkvyU,Kivaa Health Centre,12375,,,,,7
CUebFxNlAzb,Kivaani Health Centre,12376,,,,,1
viOUUiw2SxD,Kivani Health Centre,12377,,,,,1
ekQxVaIMErv,Kivuli Dispensary,13036,,,,,5
K5ySjINF4J7,Kiwa Island Health Centre,13707,,,,,1
WQRkoXjzOCr,Kiwamu Health Centre,14954,,,,,1
FYGO2TZZWuq,Kiwandani Dispensary,11493,,,2,,4
ZVdmlXcxYP4,Kizazi Clinique,26912,,,,,1
b9PRSKsPyq0,Kizibe Dispensary,11495,,,1,,6
f5184ecTM4G,Kizingitini Dispensary,11496,,,,,1
EiHWFXmX21L,Kizingo Health Centre,11497,,,2,,4
NtTpiu24DIa,KNH Othaya Annex,25045,,,,,1
xfNWSEyv3de,Kobodo Health Center,20241,,,2,,8
eOljZ3zFCf9,Kobos Health Centre,14958,,,1,,4
mRyzf0z5qM9,Kobujoi Forest Dispensary,17125,,,,,1
wn0d2ABPbUF,Kochieng Health Centre,21671,Health Centre,,,,2
CriwA8mhWOo,Kochola Dispensary,20134,,,1,,1
Q4XkYFvskeI,Kodiaga Prison Health Centre,13709,,,3,,20
KPgXAJQ4rkD,Kodingo Health Centre,13727,,,1,,4
KgZZAFbhdee,Koduogo Health Centre,19861,,,,,5
XZwiXe6lGnE,Kogelo Dispensary,13710,,,2,,3
OD6rR7pC5d8,koibarak Dispensary,20650,1km East of koibarak market along kapsabe-kaimosi road,,,,1
cqXX5o0Tuck,Koibem Dispensary,17639,,,,,1
J645cFsNOCM,Koilot Health Centre,14965,,,,,1
uXqhVeVab1Y,Koiwa Sub County Hospital,14970,,1,1,,8
JaiUmRIBDPR,Kojonga Dispensary,14973,,,1,,4
LYay7WMzdXz,Kokech Mirondo Health Center,21212,,,,,1
KQZhY1YgnK8,Kokiselei Dispensary,14974,,,,,11
Oxj36jLUDn8,Kokotoni Dispensary,17017,,,,,3
DICdQoX6MX6,Kokuro Health Centre,14975,,,1,,2
Eiae4BkyI7w,Kokwanyo Health Centre,13712,,,1,,4
MhofOzTxrJu,Kola Health Centre,12381,alonng machakos wote road immediately after kola shopping centre,,,,4
W4QoHa3rfZk,Kolani Dispensary,23458,,,,,1
tHIuPy0T8F8,Kolenyo Health Centre,17172,,,,,4
lUJfdy0aj75,Kolongolo  Mission Dispensary,25007,,,,,4
iX9MCYrhHOP,Koloo Dispensary,17038,,,,,3
UMrj6jMVGcj,Kolunga Health Centre,13642,,,,,2
Cm5Cyjgr17X,Kolwal Dispensary,17344,,,1,,2
k2R6OXRR45q,Komarock Modern Health Care Chuka,26971,,,,,1
MblJKmnBb5u,Komarock Modern Hospital Utawala,22352,,,,,8
m3LmuT3zzVS,Kombani Dispensary,21694,It is situated along Likoni /Lunga Lunga Highway about 500M from Kombani Kwale Junction.,,,,4
WPhMyqa7tMP,Kombato Dispensary,16270,,,,,5
KpXqE32Rm1d,Kombe Dispensary,13713,,,,,2
pAb5dOqbI6V,Kombeni Dispensary,11498,,,1,,6
tMymqzXY5dg,Kombewa County Referral Hospital,13714,Located on the Kisumu Bondo road,1,1,,34
clZmNWCEkGG,Kome Health Center,20347,,,,,1
IzN5bIUYzYC,Komomange Dispensary,13715,,,1,,
gX7mPV9tfav,Komosoko Dispensary,13716,,,,,1
DoH8UEMZEIE,Komwaga Health Center,21310,,,,,2
VFSpCunVMrp,Kongit Dispensary,22509,,,,,3
PB1NPD7gFsp,Kongoli Dispensary,20484,,,1,1,2
iIngX6G2Ezq,Kongoni Health Centre,15955,,,1,1,4
f7VNgpLhVwW,Kongowea Health Centre,11499,,,4,,19
XrHTTd5zyjn,Konjora Dispensary,21539,,,,1,1
Ck6NSG9d4HP,Konyao Dispensary,14988,,,,,6
MQcFGwW1QsE,Kopanga Dispensary (CHAK),13718,Situated in Suba West division and its a FBO Facility,,,,3
MavGp9SQvbq,Kopsiro Model Health Centre,15956,,,1,,11
DwR7zhYqoyK,Korao Health Centre,16391,,,1,,5
UF9HJO258Yp,Korogocho Health Centre,18895,,,,,4
BBix5kzk7EG,Koromaiti Community Dispensary,21777,A GOK owned out patient facility.,,,,2
MniJ99qrhJ6,Korosiandet Health Centre,15958,,,,,5
uY2xlbkbeVL,Koru Dispensary,17110,,,2,,3
UnUk7uMZeBz,Koru Mission Health Centre,13719,,,,,9
j6QLHcTeO6f,Korwenje Dispensary,13720,,,1,,2
guIhLrHfgZq,Kory Family HospitaI (Kimilili),23738,Operational,,,,1
KYUD8eEHcCn,Kosele Health Centre,13721,,,1,,1
PCzHC2wzzdD,Kosoiywo Dispensary,,Dispensary,,,,1
EzS8Q2aNLJ9,Kotunga Dispensary,21899,GOK Dispensary,,,,10
DNnvCXUMH4v,Kowino Dispensary,13722,,,3,,5
WK4fZWqWCTX,Koykoy Dispensary,22628,,,,,1
fNaPq5nPteK,Koywech Health Centre,18531,,,1,,4
WORh0LQunXu,Kuku Dispensary,20762,,,,,1
tgRwAp3Oey9,Kunya Dispensary,13725,,,1,,3
kVf9NYAIaiL,Kunyak Dispensary,15001,,1,,,
Ziuf2e6LMfZ,Kuoyo Health Center,21705,,,4,,9
TAPp4w4qSDy,Kuoyo Kaila Health Centre,17171,,,,,2
zeoRrDlbcNF,Kurangurik Health Centre,15002,,,1,,5
ZQBkmrdOpuC,Kuresoi Health Centre,16683,,,,,1
wWCwq9j5JFU,Kutus Dispensary,10647,Kutus town-Kutus mjini,,,,8
El8fBMbWcrO,Kuvasali Health Centre,15959,,,1,,2
BgoiUUOTCXI,Kwa Mulungu Dispensary,12393,,,,,2
OcfK91mpcJq,Kwa Mutalia Dispensary,18449,Dispensary,,,,2
ChDsrcDutpF,Kwa Mutonga Health Centre,12394,,,,,1
n0hlAqWZXrZ,Kwa Nguu Dispensary,12395,,,,,5
extrfMeqcik,Kwa Vonza Dispensary,12396,,,,,8
lOp8QUgfbRY,Kwale Health Centre,12399,,,,,3
gbQw8OQtjpj,Kwale Sub County Hospital,11507,,,,,11
mzBw4T72sa5,Kwamo Health Center,13728,,,,,3
xGgOmhpqPod,Kwangamor Dispensary,21033,situated along  off Amukura Kotur Road 5 km to Papa primary school and Kwangmor Market,,1,,2
kbdzFwfqYb8,Kwanza Sub County Hospital,15003,,,1,,9
vshyHFPS1Mo,Kware Dispensary,23414,,,1,,6
uW6ThfTj6wW,Kwenik-ab-ilet Dispensary,18521,near kapkoros tea factory,,,,1
FH1lPSOnK9z,Kwoyo Kodalo Dispensary,13729,,,,,7
GYpkt5mH9n6,Kyaani Health Centre,12402,,,,,2
wykZYTXhfB2,Kyamatu Dispensary,12403,,,,,3
Sa09VvUuxnM,Kyangunga Health Centre,12406,,,2,,5
uxW1qJ0k9uj,Kyawalia Dispensary,12411,,,,,1
bB3MThHk27r,Kyawango Dispensary,12412,,,,,1
kUoL1ezN7NN,KYC Transmara,21206,,,,,1
ukDrRThEGx2,Kydesa Wellness centre,30678,,,,,1
JtN9gphA3Rj,Kyethani Health Centre,12414,,,,,1
Ge8PAjIoSzV,Kyondoni Dispensary (Kivaa),12418,,,,,1
ZkmbMetyu7u,Kyumbi CHS Dice,26816,,,,,3
Qpyxl9nhTo8,Kyumbi Health centre,21027,,,1,,7
YZuzvi5zGPy,Kyuso Sub County Hospital,12420,,,1,,8
f1mpqnM6p8W,Laare Health Centre,12422,,,,,7
Oo381uXXfit,Lagos Road Dispensary,13039,Dispensary,,,,3
M9t2nfyFZiM,Laila Medical Centre,28556,,,,,1
vUnOa4L87KH,LakeSide Integrated Medical Services (Naivasha),23169,Basic Primary health Facility,,,,2
g8sLqIUGHtU,Lalwet Dispensary,15006,,,,,3
MGXReb42dmA,Lambwe Health Centre,13731,,,3,,5
F4NUFx2cgbO,Lamu County Referral Hospital,11512,Fisheries,,,,4
fJNY0XA8daw,Lamuria Sub County Hospital (Laikipia East),15007,,,,,1
xMrLIAS6Y17,Lanet Health Centre,15008,,,4,,9
bHN74kEQRoq,Lanet Medical Centre,20961,,,,,2
KyonjDmOEi9,Lang'ata Health Centre (Ruiru),18762,,,6,,18
qZASlO8IE33,Langa Langa Dispensary,23156,Dispensary,,,1,1
dPEyAJaDVPX,Langalanga Sub County Hospital,15009,,,2,,20
m516aDmFUUI,Langata Subcounty Hospital (Mugumoini),13041,,,12,1,26
HkNQtfDQLHc,Langata Women Prison Dispensary,13044,,,,,13
QTbpZ8fdTZG,Langi Kawino Dispensary,18250,,,,,1
Ku5nAnBOjpw,Langi Kodera Dispensary,25260,,,,,2
hWNJEQ3nmrL,Langoni Hospital Limited,11515,,,,,1
QPi8HppUeQL,Lare Health Centre,15013,,,2,,7
v7AyMzU9144,Lari Level 4 Hospital,10655,,,1,,7
G3TVfnJaJ3t,Latulla Medical Centre,11516,,,,,2
QW6vvfY5L0U,Lela community Health Centre,13733,,,1,,5
vARCVQsGHml,Lela Health Centre,27415,,,1,,1
RmvqxZei2rD,Lemotit Dispensary,15026,,,,,3
PPSlcuMSjBf,Lengo Medical Clinic,18590,Private  Clinic,,1,,5
BwF2JaC8lCL,Leshau Pondo Health Centre,10657,,,,,1
U6cuWLDIg1T,Lessos Comprehensive Health Centre,15030,,,,,2
wmdsuWliwrG,Lewa Downs Dispensary,12426,,,,,3
zKDQjMY6KLK,Lidha Dispensary,17525,,,,,6
ClYj1fcR1oI,Life Point Hospital,25364,,,,,1
gmA2ptCRIS1,Lifebridge Hospital,25853,,,,,10
PCEm5y6iJgj,Lifecare Hospitals Bungoma Limited,18852,,,,,3
